REGISTRY_CODE,IDENTIFIER_IN_REG,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,Comment,PRTR_ID,tot,bio,est_bio,Verified,ALLOCATED_2015,ALLOCATED_RESERVE_2015,ALLOCATED_TRANSITIONAL_2015,,ACCOUNT_CLOSURE
ES,Iberdrola Generación S.A.U. - Lada 3 y 4,Iberdrola Generación S.A.U. - Lada 3 y 4,206,ES033301000220,20,,,,,,1761226,-1,-1,-1,,OPEN
LT,Operator Account:LT18,Naftos perdirbimo produktu gamykla,14,3-NAFTA1,2,,,,,,1755789,1385117,0,0,,OPEN
DE,981 - Anlagenkonto,Kraftwerk Zolling - Block 5 und Hilfskesselanlage,963,14310-0383,20,,,,,,1740813,26915,0,0,,OPEN
DE,1405 - Anlagenkonto,GKH - Gemeinschaftskraftwerk Hannover GmbH,1387,14310-0843,20,,,,,,1726850,152570,0,0,,OPEN
DE,Air Berlin PLC & Co. Luftverkehrs KG,8221,200382,19550-0041,10,,,,,,1723693,1519995,0,0,,OPEN
SE,Preemraff Lysekil,Preemraff Lysekil,426,14-563-055527-2004,2,,,,,,1709050,1597161,0,0,,OPEN
DE,KW Mitte - GuD-Anlage A 800,GuD-Anlage A 800,1855,14310-1383,20,,,,,,1704339,813632,0,0,,OPEN
ES,Compañía Española de Petróleos S.A. Instalación de San Roque,Compañía Española de Petróleos S.A. - San Roque,63,ES011102000071,21,,,,,,1696825,1434636,0,0,,OPEN
NL,Chemelot BKG 02,Chemelot BKG 02,204626,NL-200400161A,20,,,,,,1694937,982132,0,0,,OPEN
IT,Stabilimento di Ravenna,EniPower S.p.A. - Stabilimento di Ravenna,355,IT-A-547,1,,,,,,1692476,51963,0,0,,OPEN
IT,EniPower Mantova,EniPower Mantova,197,IT-A-241,1,,,,,,1690474,13299,0,0,,OPEN
DE,863 - Anlagenkonto,Kraftwerk Weiher III,845,14310-0249,20,,,,,,1678806,1630,0,0,,OPEN
DE,Kraftwerk Altbach,Kraftwerk Altbach,1450,14310-0912,20,,,,,,1661245,88270,0,0,,OPEN
DE,1331 - Anlagenkonto,Kraftwerk Lünen,1313,14310-0765,20,,,,,,1657015,5903,0,0,,OPEN
DE,1610 - Anlagenkonto,KW West Voerde,1592,14310-1079,20,,,,,,1623293,-1,-1,-1,,OPEN
PL,INSTALACJE RAFINERYJNE,INSTALACJE RAFINERYJNE,361,PL-0636-05,2,,,,,,1612667,1434867,149831,0,,OPEN
ES,Compañía Española de Petróleos S.A. -  Instalación de La Rábida,Compañía Española de Petróleos S.A. - La Rábida,64,ES012102000072,21,,,,,,1611734,1168236,143652,0,,OPEN
GR,TITANVOIOT,?????????? ???????? ????????,59,07-jun,29,,,,,,1609703,1585631,0,0,,OPEN
GR,DEIMEL,?????????????? ??????? ???????,19,08-jan,20,,,,,,1605506,-1,-1,-1,,OPEN
GB,Grain (CCGT),Grain Power Station,1068,UK-E-IN-13312,20,,,,,,1605023,-1,-1,-1,,OPEN
GB,Operator Account,Grangemouth Refining,606,UK-S-IN-12340,21,,,,,,1595534,1205064,0,0,,OPEN
ES,Unión Eléct.Canarias Generac.-CT Barranco Tirajana,Unión Eléct.Canarias Generac.-CT Barranco Tirajana,225,ES043501000258,20,,,,,,1595005,-1,-1,-1,,OPEN
ES,VIESGO GENERACIÓN S.L. - Puente Nuevo,E.ON GENERACIÓN S.L. - Puente Nuevo,45,ES011401000047,20,,,,,,1593746,-1,-1,-1,,OPEN
DE,Roheisen- und Stahlerzeugung,Roheisen-und Stahlerzeugung,70,14220-0038,24,,,,,,1593106,2775113,0,0,,OPEN
NL,ENGIE Eemscentrale,ENGIE Eemscentrale,154,NL-200400075,20,,,,,,1583206,-1,-1,-1,,OPEN
NL,KLM,1640,200284,NL-201100024,10,,,,,,1569239,768364,0,0,,OPEN
CZ,ENERGOTRANS - Elektrárna M?lník 1,ENERGOTRANS - Elektrárna M?lník 1,45,CZ-0092-05,20,,,,,,1568591,352105,0,531515,,OPEN
GB,Didcot B PS Operator Account,Didcot B Power Station,139,UK-E-IN-11457,1,,,,,,1568566,-1,-1,-1,,OPEN
GB,Operator Account,Total Lindsey Oil Refinery,266,UK-E-IN-12795,21,,,,,,1565461,1176662,0,0,,OPEN
PL,CEZ Skawina S.A.,CEZ SKAWINA S.A.,7,PL-0007-05,20,,,,,,1564082,114188,0,0,,OPEN
CZ,Elektrárna Tisová,Elektrárna Tisová,128,CZ-0208-05,20,,,,,,1562430,56349,0,549584,,OPEN
NL,Zeeland Refinery N.V.,Zeeland Refinery N.V.,100,NL-200400200,21,,,,,,1543182,1288266,0,0,,OPEN
HR,Petrokemija d.d. tvornica gnojiva,Petrokemija d.d. tvornica gnojiva,204107,HR-299,41,,,,,,1518620,960751,0,0,,OPEN
DE,1256 - Anlagenkonto,Kraftwerk Hafen Block 6,1238,14310-0682,20,,,,,,1501808,9526,0,0,,OPEN
DE,1621 - Anlagenkonto,Industriekraftwerk Frechen,1603,14310-1090,20,,,,,,1495937,189991,0,0,,OPEN
ES,Repsol Petróleo S.A. - Instalación de Puertollano,Repsol Petróleo S.A. - Instalación de Puertollano,329,ES071302000410,21,,,,,,1486839,1367772,0,0,,OPEN
IT,Alitalia ETS aviation,34831,201396,AV012,10,,,,,,1484690,1022533,0,0,,OPEN
DK,DONG Energy Generation A/S SSV:DK316,DONG Energy Generation A/S Studstrupværket,71,TCO2-259,20,,,,,,1477579,474241,0,0,,OPEN
IT,Operator Account,CENTRALE TERMOELETTRICA DI TERMINI IMERESE,538,IT-A-799,1,,,,,,1469910,0,0,0,,OPEN
FR,CPTE NAPHTACHIMIE usine de Lavéra,NAPHTACHIMIE - Usine de Lavéra,616,6400955,20,,,,,,1467637,1037887,0,0,,OPEN
CZ,Elektrárny Opatovice - Elektrárna Opatovice,Elektrárny Opatovice - Elektrárna Opatovice,36,CZ-0080-05,1,,,,,,1467416,207509,0,805008,,OPEN
DE,1017 - Anlagenkonto,Kraftwerk Farge,999,14310-0424,20,,,,,,1463745,-1,-1,-1,,OPEN
DE,1765 - Anlagenkonto,Kraftwerk I - Block 4 und Block 5,1747,14310-1294,20,,,,,,1458593,506490,0,0,,OPEN
HU,Operator Account:HU133,MOL Rt. Dunai Finomító,131,HU-UHG5620-2-04,2,,,,,,1452871,1239221,0,0,,OPEN
DE,1228 - Anlagenkonto,Gemeinschaftskraftwerk Kiel,1210,14310-0654,20,,,,,,1438502,116142,0,0,,OPEN
IT,Rizziconi Energia,Rizziconi Energia,1031,IT-A-1535,1,,,,,,1429434,0,0,0,,OPEN
DE,50 - Anlagenkonto,Raffinerie Godorf,32,14210-0033,21,,,,,,1425425,1087878,0,0,,OPEN
EE,Operator Account:EE4,Balti Elektrijaam,1,EE-KL-0001,1,,,,,,1408713,123204,0,0,,OPEN
PL,Elektrociep?ownia Z.A. Pu?awy,Elektrociep?ownia Z.A. Pu?awy,289,PL-0484-05,20,,,,,,1408645,76463,0,0,,OPEN
DE,Handelskonto der Germanwings GmbH,28944,200337,19550-0099,10,,,,,,1402800,378418,0,0,,OPEN
DE,HKW Wedel,Heizkraftwerk Wedel,952,14310-0370,20,,,,,,1399778,193506,0,0,,OPEN
PL,CEMENTOWNIA WARTA S.A.,CEMENTOWNIA WARTA S.A.,492,PL-0676-05,29,,,,,,1376470,1009069,0,0,,OPEN
ES,Gas Natural Fenosa Generación S.L.U. - Sagunto,CCC. - Sagunto,574,ES104601000666,20,,,,,,1361509,-1,-1,-1,,OPEN
GB,MPL TRADING ACCT,Marchwood Power Station,1052,UK-E-IN-11930,1,,,,,,1328288,-1,-1,-1,,OPEN
CY,Vassiliko Cement Works Public Company Ltd,Vasiliko Cement Works Public Company Ltd - Vassilikos Cement Plant,2.1E+14,4,6,,,,,,1326076,809591,306460,0,,OPEN
GR,AGETHRAVOL,?????????? ?????,49,01-jun,29,,,,,,1318150,2122592,0,0,,OPEN
NL,Yara Sluiskil B.V. BKG 3,Yara Sluiskil B.V. BKG 3,204692,NL-200400026B,41,,,,,,1312062,973331,0,0,,OPEN
IT,Operator Account,Raffineria Isab Impianti Sud,559,IT-A-823,21,,,,,,1310375,1404223,0,0,,OPEN
PT,219-CIMPOR – Indústria de Cimentos S.A.,Cimpor - Centro de Produção de Alhandra,201,173,29,,,,,,1307922,1503389,0,0,,OPEN
IT,Operator Account,ROSEN Rosignano Energia S.p.A.,752,IT-A-1141,1,,,,,,1304884,0,0,0,,OPEN
CZ,?EZ - Elektrárna M?lník 2,?EZ a. s. - Elektrárna M?lník 2,122,CZ-0202-05,1,,,,,,1304458,30284,0,329556,,OPEN
IE,Operator Account,Aughinish Alumina,31,IE-GHG038,20,,,,,,1301948,792966,0,0,,OPEN
IT,Operator Account,CENTRALE TERMOELETTRICA DI PRIOLO GARGALLO,564,IT-A-828,1,,,,,,1301563,0,0,0,,OPEN
DE,HKW Klingenberg,HKW Klingenberg,1170,14310-0612,20,,,,,,1295610,398054,0,0,,16-dec-15
DE,HKW Tiefstack,Heizkraftwerk Tiefstack,951,14310-0369,20,,,,,,1295279,240588,0,0,,OPEN
IT,Operator Account,CENTRALE TERMOELETTRICA DI SULCIS,573,IT-A-839,1,,,,,,1294280,0,0,0,,OPEN
GB,Lynemouth Power,Lynemouth Power Station,376,UK-E-IN-12774,20,,,,,,1287305,-1,-1,-1,,OPEN
IT,EniPower Ferrara - Stabilimento di Ferrara,Società EniPower - Stabilimento di Ferrara,754,IT-A-1145,1,,,,,,1278618,5966,0,0,,OPEN
DE,99 - Anlagenkonto,Zementwerk Rüdersdorf,81,14230-0010,29,,,,,,1273740,1330292,0,0,,OPEN
DK,Nordjyllandsværket,Vattenfall A/S Nordjyllandsværket,78,TCO2-636,20,,,,,,1269764,225365,0,0,,OPEN
FR,Raffinerie de Lavera,Raffinerie de Lavera,614,6402211,21,,,,,,1263774,1127435,0,0,,OPEN
RO,Operator Account,S Complexul Energetic Oltenia S.A. -SE Craiova II,3,RO-201,20,,,,,,1241520,205255,0,0,,OPEN
FI,Vuosaaren B-voimalaitos:FI117,Vuosaaren B-voimalaitos,75,FI-62731104,20,,,,,,1239837,421047,0,0,,OPEN
NL,Yara Sluiskil B.V. BKG 2,Yara Sluiskil B.V. BKG 2,204691,NL-200400026A,41,,,,,,1233816,901823,0,0,,OPEN
NL,ENGIE Maximacentrale,ENGIE Maximacentrale,155,NL-200400063,20,,,,,,1233567,-1,-1,-1,,OPEN
HR,HEPTEPLOMIN2,TE Plomin 2,203977,HR-333,20,,,,,,1233310,-1,-1,-1,,OPEN
NL,Pergen VOF,Pergen VOF,214,NL-200700001,20,,,,,,1231672,9581,0,0,,OPEN
IT,Operator Account,ERG Power,562,IT-A-826,2,,,,,,1230604,0,0,0,,OPEN
DE,Gichtgaskraftwerk Dillingen/Saar,Gichtgaskraftwerk Dillingen/Saar,4137,14310-1445,20,,,,,,1226529,45441,0,0,,OPEN
DE,92 - Anlagenkonto,Werk Lägerdorf,74,14230-0002,29,,,,,,1217023,989473,0,0,,OPEN
DE,25 - Anlagenkonto,Standort Neustadt,7,14210-0007,21,,,,,,1216102,955757,0,0,,OPEN
GB,SABIC Wilton Olefins 6,Wilton Olefins 6 (Cracker),224,UK-E-IN-11555,1,,,,,,1214909,878255,0,0,,OPEN
DE,1503 - Anlagenkonto,Kraftwerk Dormagen,1485,14310-0950,20,,,,,,1213984,449773,0,0,,25-jun-14
DE,Ammoniakanlage 1,Ammoniakanlage 1,202457,14615-0002,41,,,,,,1212075,892027,0,0,,OPEN
GR,ELPETRASP,???????? ????????? ?.?. ??????????? ???????????,86,01-mar,21,,,,,,1205858,1051322,0,0,,OPEN
DE,Anlagenkonto YARA Brunsbüttel,Ammoniakanlage,205626,14210-0044,43,,,,,,1204616,1401697,0,0,,OPEN
NO,Statoil ASA Osebergfeltet,Statoil ASA Osebergfeltet,85,NO-2007-1042,20,,,,,,1203222,571296,0,0,,OPEN
CY,Operator Account:CY10,EAC Dhekelia Power Station,2.1E+14,3,1,,,,,,1203009,0,0,883975,,OPEN
NO,Yara Norge AS Porsgrunn,Yara Norge AS Porsgrunn,110,NO-2007-1043,42,,,,,,1188734,990878,0,0,,OPEN
GR,ALOUMIN,ALUMINIUM OF GREECE,51,01-feb,20,,,,,,1187290,692813,0,0,,16-dec-15
DE,14310-0242 Kraftwerk Ensdorf,Kraftwerk Ensdorf Block 3,838,14310-0242,20,,,,,,1186435,-1,-1,-1,,OPEN
DE,942 - Anlagenkonto,Dampfkesselanlage Großenkneten,924,14310-0336,20,,,,,,1177783,542285,0,0,,OPEN
ES,Bp Oil España S.A.U,Bp Oil España S.A.U,587,ES101202000682,21,,,,,,1176916,845741,0,0,,23-apr-15
DE,1619 - Anlagenkonto,Kraftwerk Goldenberg,1601,14310-1088,20,,,,,,1164166,128820,0,0,,OPEN
PT,Transportes Aéreos Portugueses S.A.,2656,200482,PM EA.501.02,10,,,,,,1160829,499254,0,0,,OPEN
ES,Repsol Petróleo S.A. - Instalación de A Coruña,Repsol Petróleo S.A. - Instalación de A Coruña,654,ES121502000754,21,,,,,,1157267,885490,0,0,,OPEN
NO,Gassco AS Kårstø gassprosesseringsanlegg,Gassco AS Kårstø gassprosesseringsanlegg,23,NO-2006-82,1,,,,,,1154743,839166,0,0,,OPEN
CZ,Veolia Energie - Elektrárna T?ebovice,Veolia Energie - Elektrárna T?ebovice,209,CZ-0317-05,20,,,,,,1153778,313725,0,209832,,OPEN
FR,EMCF NDG,EXXONMOBIL CHEMICAL FRANCE,258,5800348,20,,,,,,1152404,1207640,0,0,,OPEN
DE,21 - Anlagenkonto,RUHR OEL GmbH - Werk Horst - CO2-Glocke,3,14210-0003,21,,,,,,1151959,823142,0,0,,OPEN
FR,CPTE Usine Gonfreville,Usine de Gonfreville,263,5800357,20,,,,,,1146856,870857,0,0,,OPEN
SK,Slovnaft CO2,Rafinéria Slovnaft Vl?ie hrdlo,120,102-035-2012,21,,,,,,1145821,1161259,0,0,,OPEN
PL,Veolia Energia Pozna? ZEC Spó?ka Akcyjna,Veolia Energia Pozna? ZEC Spó?ka Akcyjna,522,PL-0098-05,20,,,,,,1144354,376365,0,0,,OPEN
DE,34 - Anlagenkonto,Raffinerie als Glocke,16,14210-0016,21,,,,,,1140558,942459,0,0,,04-jan-16
IE,Synergen Operator Account,Dublin Bay Power Plant,14,IE-GHG016,1,,,,,,1137015,-1,-1,-1,,OPEN
DE,1502 GuD Süd - Lu,Heizkraftwerk GuD Süd (C200),1484,14310-0948,20,,,,,,1131463,562835,0,0,,OPEN
FR,TOTAL Raffinerie de Feyzin,Raffinerie de Feyzin,427,6103973,21,,,,,,1128116,894495,0,0,,OPEN
RO,Operator Account,SC CET Govora SA,73,RO-122-2013,20,,,,,,1126695,199465,0,0,,OPEN
ES,Solvay I  - Complejo Industrial Solvay,Solvay I,818,ES053901000958,44,,,,,,1119919,785234,0,0,,OPEN
GB,Billingham Fertilizer Works,Billingham Fertilizer Works Auxiliary Boilers,194,UK-E-IN-11523,1,,,,,,1116342,886609,0,0,,OPEN
IT,Calenia Energia,Calenia Energia,965,IT-A-1474,1,,,,,,1115847,0,0,0,,OPEN
DE,23 - Anlagenkonto,Mineralölverarbeitung Burghausen,5,14210-0005,21,,,,,,1107526,801699,0,0,,OPEN
GB,Spalding Energy Co Ltd,Spalding Power Station,740,UK-E-IN-11599,1,,,,,,1107507,-1,-1,-1,,OPEN
FI,NAANTALI:FI86,Naantalin voimalaitos,57,FI-23431104,1,,,,,,1106338,313778,0,0,,OPEN
IE,ESB West Offaly Power Operator Account,ESB West Offaly,59,IE-GHG077,20,,,,,,1105804,-1,-1,-1,,OPEN
GB,Connah's Quay Power Station,Connahs Quay power station,155,UK-W-IN-13308,20,,,,,,1104678,-1,-1,-1,,OPEN
NL,Elsta B.V. & Co. C.V.,Elsta B.V. & Co. C.V.,192,NL-200400044,1,,,,,,1101118,-1,-1,-1,,OPEN
FR,TOTAL Raffinerie de Donges,Raffinerie de Donges,559,6301207,21,,,,,,1098353,1084874,0,0,,11-jul-14
SK,Duslo a. s.,Duslo a.s. Ša?a,44,405-001-2012,41,,,,,,1098236,735909,0,0,,OPEN
BE,119 Usine d'Hermalle,Usine d'Hermalle,119,WAI045P085,6,,,,,,1091338,909535,0,0,,OPEN
PL,ELEKTROCIEP?OWNIA GDA?SKA,ELEKTROCIEP?OWNIA GDA?SKA,50,PL-0054-05,20,,,,,,1088560,360757,0,0,,OPEN
PL,CEZ Chorzów S.A.,CEZ Chorzów S.A.,24,PL-0024-05,20,,,,,,1082121,125956,0,0,,OPEN
IT,ALTOMONTE,Altomonte,955,IT-A-780,1,,,,,,1080537,0,0,0,,OPEN
DE,Ammoniakanlage 2,Ammoniakanlage 2,202455,14615-0001,41,,,,,,1077159,870358,0,0,,OPEN
GB,Little Barford PS Operator Account,LITTLE BARFORD CCGT POWER STATION,160,UK-E-IN-11480,1,,,,,,1073794,-1,-1,-1,,OPEN
HU,Operator Account:HU196,Tiszaújvárosi TVK Ipartelep,194,HU-UHG5479-1-04,1,,,,,,1069295,813468,0,0,,OPEN
BE,189 CCB Cimenterie Gaurain,CCB Cimenterie Gaurain,189,WAI034P080,6,,,,,,1062154,1211406,0,0,,OPEN
ES,Dow Chemical Ibérica S.L. -  Instalación La Pobla de Mafumet,Dow Chemical Ibérica SL -  La Pobla de Mafumet,408,ES084301000492,42,,,,,,1054571,809745,0,0,,OPEN
GB,Hope Works,Hope Cement,735,UK-E-IN-13236,29,,,,,,1044356,814923,0,0,,OPEN
IT,Operator Account,S.A.R.P.O.M S.R.L.,46,IT-A-54,2,,,,,,1042399,828063,0,0,,OPEN
IT,SIMERI CRICHI,Simeri Crichi,1013,IT-A-1510,1,,,,,,1026183,0,0,0,,OPEN
FR,TOTAL Raffinerie de Provence,Raffinerie de Provence,629,6401056,21,,,,,,1025358,792570,0,0,,16-dec-15
NO,Statoil ASA Hammerfest LNG,Statoil ASA Hammerfest LNG,84,NO-2007-1071,20,,,,,,1023953,297349,0,0,,OPEN
NO,ConocoPhillips Skandinavia AS Ekofiskområdet,ConocoPhillips Skandinavia AS Ekofiskområdet,8,NO-2007-1059,1,,,,,,1016617,652182,0,0,,OPEN
RO,Petrobrazi,PETROBRAZI,26,RO-120-2013,20,,,,,,1011926,496668,137305,0,,OPEN
HR,CEMEX HRVATSKA,CEMEX Hrvatska d.d.,205463,HR-311,29,,,,,,1006250,1191207,0,0,,16-dec-15
HR,Rafinerija nafte Rijeka,INA- Industrija nafte d.d. Rafinerija nafte Rijeka,205194,HR-350,21,,,,,,991903,561712,0,0,,OPEN
RO,Operator Account,S.C. Electrocentrale Oradea S.A.,112,RO-159-2013,20,,,,,,987568,251420,0,0,,OPEN
IT,CANDELA,Candela,956,IT-A-1252,1,,,,,,987342,76134,0,0,,OPEN
NO,Statoil ASA Åsgardfeltet,Statoil ASA Åsgardfeltet,82,NO-2007-1039,20,,,,,,985201,619277,0,0,,OPEN
RO,SNGN Romgaz SA - SPEE Iernut,S.N.G.N. Romgaz S.A.  - SPEE Iernut - CTE Iernut,108,RO-70-2013,20,,,,,,984053,-1,-1,-1,,OPEN
DE,Ethylenanlage (Cracker) Boehlen,Ethylenanlage (Cracker) Boehlen,3596,14215-0008,42,,,,,,978711,839655,0,0,,OPEN
RO,Operator Account,R.A.A.N. Sucursala ROMAG TERMO,28,RO-99-2013,20,,,,,,978674,330698,0,0,,OPEN
RO,C.C.C.C. Brazi,Centrala de Cogenerare cu Ciclu Combinat- Brazi,292,RO-24-2014,20,,,,,,976156,-1,-1,-1,,OPEN
DE,28 - Anlagenkonto,Raffinerie Heide GmbH,10,14210-0010,21,,,,,,973263,616836,0,0,,OPEN
PL,LAFARGE CEMENT S.A. Oddzia? w Bielawach,LAFARGE CEMENT S.A. Oddzia? w Bielawach,382,PL-0677-05,29,,,,,,971944,870110,0,0,,16-dec-15
DE,Ethylenanlage OM6,Ethylenanlage OM6,2196,14215-0004,42,,,,,,968169,846442,0,0,,OPEN
RO,Operator Account,SC Holcim (Romania) SA - Ciment Campulung,133,RO-52-2012,29,,,,,,968028,865877,116732,0,,OPEN
IT,Moncalieri,Centrale Termoelettrica di Moncalieri,14,IT-A-15,1,,,,,,961723,226949,0,0,,OPEN
GB,Operator Account,Coolkeeragh ESB Ltd,583,UK-N-IN-12129,1,,,,,,960712,-1,-1,-1,,OPEN
PL,Instalacja do produkcji amoniaku,Instalacja do produkcji amoniaku,202384,PL-1024-13,41,,,,,,960478,722346,0,0,,OPEN
DE,1622 - Anlagenkonto,Industriekraftwerk Berrenrath,1604,14310-1091,20,,,,,,957744,73046,0,0,,OPEN
BG,BRIKEL,TEC kam BRIKEL EAD,32,BG-P92,20,,,,,,956267,294185,0,0,,OPEN
GB,Rugby Works,Rugby Works,91,UK-E-IN-11406,29,,,,,,955947,835969,0,0,,OPEN
ES,Cementos Molins Industrial S.A.,Cementos Molins Industrial S.A.,390,ES080806000474,29,,,,,,954310,916373,0,0,,OPEN
FR,Usine chimique de l'Aubette,Usine chimique de l'Aubette,622,6401008,20,,,,,,954000,816208,0,0,,OPEN
NO,Statoil ASA Gullfaksfeltet,Statoil ASA Gullfaksfeltet,86,NO-2007-1072,20,,,,,,949492,482924,0,0,,OPEN
NL,Chemelot BKG 03,Chemelot BKG 03,204627,NL-200400161B,20,,,,,,945316,706512,0,0,,OPEN
NL,Nuon Centrale Diemen,Nuon Centrale Diemen,183,NL-200400092,20,,,,,,944331,69149,78274,0,,OPEN
DE,1116 - Anlagenkonto,Heizkraftwerk Chemnitz Nord II,1098,14310-0534,20,,,,,,942323,187942,0,0,,OPEN
RO,Operator Account,SC Holcim (Romania) SA - Ciment Alesd,134,RO-51-2012,29,,,,,,941840,885628,0,0,,OPEN
BE,027 CBR Cimenterie Lixhe,CBR Cimenterie Lixhe,27,WAI033P091,6,,,,,,937997,948253,0,0,,OPEN
DE,134 - Anlagenkonto,Drehofenanlage  Deuna,116,14230-0045,29,,,,,,937568,901835,0,0,,19-jun-14
GR,AGETHRAII,?????????? ????????,52,02-jun,29,,,,,,934136,1108931,0,0,,OPEN
DE,907 - Anlagenkonto,Heizkraftwerk Völklingen,889,14310-0298,20,,,,,,929698,75860,0,0,,OPEN
DE,1045 - Anlagenkonto,Heizkraftwerk - Geb. D 580,1027,14310-0454,20,,,,,,926405,418838,0,0,,23-apr-15
IT,Raffineria di Taranto,Raffineria di Taranto,512,IT-A-759,21,,,,,,926192,975999,0,0,,OPEN
PL,KOKSOWNIA ARCELORMITTAL ZDZIESZOWICE,KOKSOWNIA ARCELORMITTAL ZDZIESZOWICE,370,PL-0656-05,22,,,,,,922576,999444,0,0,,OPEN
BE,242 Holcim Cimenterie Obourg,Holcim Cimenterie Obourg,242,WAI067P072,6,,,,,,921480,1083628,0,0,,27-aug-14
IT,Centrale Livorno Ferraris,Centrale Termoelettrica di Livorno Ferraris,1026,IT-A-1509,1,,,,,,919368,0,0,0,,16-dec-15
RO,Operator Account,Electrocentrale Deva,110,RO-18-2012,20,,,,,,918725,47200,0,0,,OPEN
IT,TAVAZZANO,Centrale di Tavazzano e Montanaso,586,IT-A-859,1,,,,,,917761,0,0,0,,OPEN
ES,Cementos Portland Valderrivas S.A.,Uniland Cementera S.A.Santa Margarida i els Monjos,395,ES080806000479,29,,,,,,915847,1035691,0,0,,OPEN
NL,Enecogen,Enecogen,443,NL-201000055,20,,,,,,907946,-1,-1,-1,,OPEN
DE,1385 - Anlagenkonto,Raffineriekraftwerk Leuna,1367,14310-0822,20,,,,,,902303,-1,-1,-1,,OPEN
NL,Sloe Centrale B.V.,Sloe Centrale B.V.,416,NL-200800027,1,,,,,,902185,-1,-1,-1,,OPEN
DK,Fjernvarme Fyn Fynsværket A/S,Vattenfald Fynsværket,69,TCO2-251,20,,,,,,901683,340776,0,0,,OPEN
IT,Operator Account,Impianto di produzione ammoniaca e urea,912,IT-A-1358,1,,,,,,901555,794338,0,0,,OPEN
DE,67 - Anlagenkonto,Zentralkokerei Dillingen,49,14220-0012,22,,,,,,901494,231726,54802,0,,OPEN
IT,Torino Nord,Centrale termoelettrica Torino Nord,1246,IT-A-1690,1,,,,,,898777,0,20507,0,,OPEN
AT,Borealis Agrolinz Melamine Ammoniakanlage,Borealis Agrolinz Melamine Ammoniakanlage,205363,ICH226,41,,,,,,896718,671812,0,0,,OPEN
IT,MARGHERA LEVANTE,MARGHERA LEVANTE,270,IT-A-338,1,,,,,,896407,0,0,0,,OPEN
FI,Finnair,1167,200142,3/69/2009,10,,,,,,890632,465564,0,0,,OPEN
BE,084 Electrabel Amercoeur-Roux,Electrabel Amercoeur-Roux,84,WAI048P029,1,,,,,,887735,-1,-1,-1,,OPEN
IT,OSTIGLIA,Centrale Termoelettrica di Ostiglia,200,IT-A-244,20,,,,,,886466,0,0,0,,OPEN
SE,SSAB Luleå,SSAB Luleå,495,25-563-17244-04,5,,,,,,884873,2906871,0,0,,OPEN
IT,Operator Account,Italcementi-Cementeria di Calusco d'Adda,139,IT-A-167,6,,,,,,883724,879817,0,0,,OPEN
RO,Operator Account,SC Electr.centrt.Bucuresti-CET Bucuresti Sud,107,RO-104-2013,20,,,,,,883239,471436,0,0,,19-jun-14
NL,Dow Benelux B.V. BKG 1,Dow Benelux B.V. BKG 1,407,NL-200400084,42,,,,,,877274,629453,0,0,,OPEN
GR,AEGEAN AIRLINES S.A.,20514,200647,SCT/PRO.PE/196/F.ETS,10,,,,,,876953,396419,0,0,,OPEN
DK,DONG Energy Generation A/S ESV:DK325,DONG Energy Generation Esbjergværket,80,TCO2-990,20,,,,,,875783,127471,0,0,,OPEN
ES,Gas Natural Fenosa Generación S.L.U. - Central de Barcelona,CCC- Central de Barcelona,90019,ES080801001288,20,,,,,,872578,-1,-1,-1,,OPEN
PL,International Paper-Kwidzyn,International Paper-Kwidzyn,444,PL-0869-05,36,paper,6221,0.871,,0,871258,246788,0,0,,OPEN
FR,Lafarge Ciments Usine St Pierre La Cour,Lafarge Ciments - Usine de Saint Pierre La Cour,534,6300908,29,,,,,,869787,883042,0,0,,OPEN
IE,Operator Account,Irish Cement Limited (Platin Works),34,IE-GHG043,29,,,,,,869546,1161520,0,0,,OPEN
AT,Verbund FHKW Mellach,Verbund FHKW Mellach,99,EEW009,20,,,,,,869484,100969,0,0,,OPEN
DE,101 - Anlagenkonto,Zementwerk Karsdorf,83,14230-0012,29,,,,,,868720,954598,0,0,,OPEN
DE,Kracker 5 Geb. S 03 14215-0007,Kracker 5 Geb. S03,2095,14215-0007,42,,,,,,864741,590724,0,0,,OPEN
BE,058 Yara Tertre,Yara Tertre,58,WAI070P055,20,,,,,,864726,713888,0,0,,OPEN
DE,1151 - Anlagenkonto KW Deuben,Kraftwerk Deuben,1133,14310-0571,20,,,,,,864269,33343,0,0,,OPEN
NO,Statoil ASA Statfjordfeltet,Statoil ASA Statfjordfeltet,88,NO-2007-1070,20,,,,,,863505,560962,0,0,,OPEN
DK,Amagerværket:DK299,Amagerværket,52,TCO2-330,20,,,,,,862186,271497,0,0,,OPEN
BE,222 Total Olefins Antwerp,Total Olefins Antwerp,222,VL132,20,,,,,,859042,590317,0,0,,OPEN
IE,ESB Lough Ree Power Operator Account,ESB Lough Ree Power,52,IE-GHG068,20,,,,,,852264,-1,-1,-1,,OPEN
RO,Operator Account,Lafarge Ciment (RO) SA-Punct de lucru Medgidia,7,RO-137-2013,29,,,,,,848776,694009,0,0,,OPEN
DE,1096 - Anlagenkonto,Heizkraftwerk West,1078,14310-0512,20,,,,,,845066,93930,0,0,,OPEN
RO,Operator Account,Lafarge Ciment (RO) SA-Punct de lucru Hoghiz,6,RO-138-2013,29,,,,,,844876,671223,0,0,,OPEN
